681,677
680,677
680,677
679,677
679,677
676,674
674,673
674,674
674,673
674,674
674,673
674,673
674,673
674,673
673,673
673,672
673,672
673,672
673,673
673,672
673,672
673,672
673,672
673,672
674,673
674,673
674,673
674,673
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
675,674
674,674
675,674
675,674
675,674
675,674
675,674
674,674
675,674
674,674
674,674
674,673
674,674
time: 4.399497985839844
674,674
674,674
674,674
674,674
675,674
675,674
675,675
675,674
675,675
675,674
675,674
675,674
675,675
675,675
675,674
675,674
675,674
675,674
674,674
674,674
674,673
674,674
674,674
674,674
675,674
675,674
675,674
675,674
675,675
675,675
675,675
675,675
675,675
675,675
675,674
675,674
675,675
675,675
675,675
675,675
675,675
675,674
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
time: 5.398634433746338
675,675
676,675
676,675
676,675
675,675
675,675
675,675
675,675
675,675
675,675
675,674
675,675
675,675
675,675
675,674
675,675
674,674
674,674
675,674
674,674
674,674
674,675
674,675
675,674
675,675
674,674
675,674
674,674
675,674
674,674
674,674
674,674
674,674
674,674
673,674
673,674
673,673
673,674
673,673
673,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
673,674
673,673
time: 6.389521598815918
673,673
673,673
673,673
673,673
673,673
673,673
673,673
673,673
673,673
673,673
673,674
673,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
675,674
674,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,674
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
time: 7.399416446685791
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,676
676,675
676,676
676,676
676,676
676,675
676,676
676,675
675,675
675,675
675,674
675,674
675,674
674,674
674,674
674,674
675,674
675,675
675,674
675,675
675,675
675,675
676,675
676,675
676,675
676,675
676,675
676,675
675,675
675,675
time: 8.39970588684082
675,675
675,675
675,675
675,674
675,675
675,674
674,675
674,674
675,674
675,674
675,674
675,674
675,674
674,674
675,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,673
674,673
673,673
674,673
674,673
674,673
673,673
673,673
673,673
673,673
673,673
673,672
673,673
673,673
673,673
673,673
673,673
673,673
674,673
674,673
674,673
674,674
674,673
674,674
time: 9.399554967880249
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
674,674
675,673
674,674
674,674
674,674
674,673
674,673
674,673
674,674
674,674
674,674
675,674
675,674
675,674
675,674
675,675
675,674
675,674
675,674
675,674
675,674
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,675
675,674
675,674
675,674
675,674
675,673
674,673
674,673
674,673
674,673
674,673
674,673
674,674
675,674
time: 10.39969277381897
675,674
675,674
676,675
676,675
676,675
676,675
676,675
676,675
676,674
676,675
675,675
675,675
675,675
675,675
675,674
675,674
675,674
675,674
675,674
675,674
675,674
675,675
675,674
675,675
676,675
676,675
676,675
676,675
676,675
676,675
676,675
676,674
676,675
675,674
675,675
675,675
675,675
675,674
675,674
675,674
675,674
675,675
675,675
675,674
675,674
675,674
675,674
675,674
675,674
674,674
time: 11.388760566711426
674,674
674,674
674,673
674,673
674,673
674,673
674,673
674,673
675,674
675,674
675,674
675,674
676,675
676,675
676,675
677,675
677,676
677,675
676,675
676,675
676,675
676,675
676,675
676,675
676,675
676,675
676,675
676,676
676,675
676,675
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
676,676
677,676
677,676
677,676
677,676
time: 12.39966106414795
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
677,676
678,676
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
679,678
679,678
679,677
679,677
679,678
678,678
678,677
678,677
678,677
679,677
678,677
678,677
678,677
678,677
678,677
679,677
678,677
679,677
679,677
679,677
679,677
679,677
679,678
679,677
679,678
time: 13.399693727493286
679,678
679,678
678,677
679,677
679,677
678,677
678,677
678,677
678,677
678,677
678,677
678,676
678,677
678,677
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
678,676
677,676
678,676
677,676
677,676
677,676
677,676
678,675
677,675
677,675
677,675
677,675
677,675
677,675
677,675
677,675
677,675
677,675
677,674
677,675
677,675
677,675
time: 14.38964056968689
677,675
677,675
677,675
677,675
677,675
677,675
677,675
678,676
678,676
678,676
678,676
678,676
678,676
678,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,676
679,677
679,677
679,677
679,677
679,677
679,678
680,678
679,677
679,678
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
679,677
time: 15.389691591262817
679,678
679,678
679,678
679,678
679,678
680,678
679,678
680,678
679,678
679,678
679,678
680,678
680,678
680,678
680,678
680,678
680,678
680,678
680,678
680,679
680,679
680,679
680,678
680,678
679,678
680,678
680,678
680,678
680,678
679,678
680,678
679,678
679,678
679,678
679,678
679,678
679,677
679,677
679,677
679,677
678,677
678,677
679,677
678,677
678,677
678,677
678,676
678,676
677,676
677,676
time: 16.38894557952881
677,676
677,676
677,676
678,676
677,676
678,677
678,676
678,677
678,676
678,677
678,677
678,677
679,677
679,677
679,677
679,677
679,677
679,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
678,677
679,678
679,678
679,678
679,678
680,678
679,678
680,679
680,678
680,678
680,678
680,678
680,678
680,679
680,679
680,679
680,679
680,679
time: 17.399970769882202
681,680
681,680
682,681
682,681
683,682
683,683
684,683
684,684
685,685
685,685
686,686
686,687
687,687
688,688
688,688
688,688
687,688
687,687
687,687
687,687
687,687
687,687
687,687
687,688
687,688
687,688
687,688
688,689
688,689
688,689
688,690
688,690
689,691
689,691
689,691
690,692
690,692
690,692
690,692
690,693
690,693
691,693
691,694
691,694
691,695
691,695
691,695
692,695
692,695
692,696
time: 18.399558305740356
692,696
692,696
692,696
693,697
694,697
694,697
695,698
695,698
696,699
696,699
696,700
697,700
697,701
698,701
698,701
698,701
698,702
698,702
699,703
699,703
699,703
700,703
700,703
700,703
699,703
700,704
700,703
700,704
701,704
701,704
701,704
701,704
701,704
702,704
702,705
702,705
702,705
703,705
703,705
702,705
703,705
703,705
703,706
703,706
703,706
703,706
703,706
703,706
704,706
704,706
time: 19.39980983734131
704,706
704,706
704,706
704,706
704,706
704,707
704,707
704,707
704,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
706,708
706,708
707,708
707,709
707,709
707,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
709,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,710
time: 20.390011310577393
708,710
708,710
708,710
708,710
708,710
708,710
708,710
708,711
708,711
708,711
708,710
708,710
708,710
708,710
708,710
707,710
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,708
707,708
706,708
707,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
707,708
707,708
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,709
707,709
time: 21.399556398391724
708,710
708,710
708,710
708,710
708,710
707,710
707,710
707,709
707,709
707,709
707,710
708,709
708,709
707,709
707,710
707,709
707,710
707,709
707,709
707,709
707,709
707,709
707,709
706,709
707,709
706,708
706,708
706,708
706,708
705,708
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,707
705,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
706,708
